	strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution	region_coarse
405	OP422342	OP422342	OP422342.1	hMPXV/Austria/MUW1539124/2022	2022-08-02	Europe	Austria			Homo sapiens	2022-09-13		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
406	OP422341	OP422341	OP422341.1	hMPXV/Austria/MUW1538395/2022	2022-08-01	Europe	Austria			Homo sapiens	2022-09-13		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
407	OP422343	OP422343	OP422343.1	hMPXV/Austria/MUW1540386/2022	2022-08-08	Europe	Austria			Homo sapiens	2022-09-13		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
408	OP743976	OP743976	OP743976.1	MpxV/human/USA/WA-UW-096136/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085335	Sereewit et al		IIb	hMPXV-1	B.1	0.999863089412755	27.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
409	OP681777	OP681777	OP681777.1	MpxV/human/USA/WA-UW-092113/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-19	SRR21966444	Sereewit et al		IIb	hMPXV-1	B.1.4	0.9999949292375094	0.0	611.0	1.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
410	OQ054228	OQ054228	OQ054228.1	MPXV_USA_2022_NY0027	2022-09-XX	North America	USA	New York		Homo sapiens	2022-12-15	SRR22708770	Gigante et al		IIb	hMPXV-1	B.1.2	0.9997920987378872	41.0	610.0	0.0	good	good	good	good	good		False	Gigante,C., Ruiz,V., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.	CDC, DHCPP-PRB	North America
411	OP890537	OP890537	OP890537.1	MPXV/Human/USA/CA-LACPHL-MA00303/2022	2022-09-29	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9902235699182086	1189.0	613.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
412	OP580597	OP580597	OP580597.1	hMPX/USA/CA-LACPHL-MA00164/2022	2022-09-22	North America	USA			Homo sapiens	2022-10-04		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9898686165438696	591.0	608.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
413	OP743974	OP743974	OP743974.1	MpxV/human/USA/WA-UW-092407/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085337	Sereewit et al		IIb	hMPXV-1	B.1.11	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
414	OP743969	OP743969	OP743969.1	MpxV/human/USA/WA-UW-099881/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085343	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	613.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
415	OP743993	OP743993	OP743993.1	MpxV/human/USA/WA-UW-094603/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085317	Sereewit et al		IIb	hMPXV-1	B.1.11	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
416	OP748950	OP748950	OP748950.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022	2022-09-07	North America	USA			Homo sapiens	2022-11-01		Hemarajata et al		IIb	hMPXV-1	B.1	0.9728460668630742	4665.0	601.0	0.0	good	good	good	good	good	OPG210:794-1881	False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
417	OP743990	OP743990	OP743990.1	MpxV/human/USA/WA-UW-098408/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085320	Sereewit et al		IIb	hMPXV-1	B.1.11	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
418	OP680489	OP680489	OP680489.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00211/2022	2022-09-30	North America	USA			Homo sapiens	2022-10-19		Hemarajata et al		IIb	hMPXV-1	B.1	0.984660943466069	2332.0	598.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
419	OP743984	OP743984	OP743984.1	MpxV/human/USA/WA-UW-090134/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085326	Sereewit et al		IIb	hMPXV-1	B.1	0.9999036555126796	19.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine	North America
420	OP881946	OP881946	OP881946.1	MPXV_USA_2022_FL0027	2022-09-XX	North America	USA	Florida		Homo sapiens	2022-11-23	SRR22383423	Gigante et al		IIb	hMPXV-1	B.1.2	0.9997920987378872	41.0	611.0	0.0	good	good	good	good	good		False	Gigante,C., Lee,P., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Stanek,D., Li,Y.	CDC, DHCPP-PRB	North America
421	OP890532	OP890532	OP890532.1	MPXV/Human/USA/CA-LACPHL-MA00298/2022	2022-09-30	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9768266154181604	3022.0	597.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
422	OP650030	OP650030	OP650030.1	MPXV22/human/USA-OK-270	2022-09-06	North America	USA	Oklahoma		Homo sapiens	2022-10-17		Chapman et al		IIb	hMPXV-1	B.1.2	0.99972617882551	54.0	615.0	0.0	good	good	good	good	good		False	Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health	North America
423	OP536801	OP536801	OP536801.1	9000429	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.7	0.999781957212906	43.0	609.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
424	OP536774	OP536774	OP536774.1	9000396	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.7	1.0	0.0	609.0	0.0	good	good	good	good	good	OPG025:50-631	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
425	OP536779	OP536779	OP536779.1	9000403	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.3	1.0	0.0	612.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
426	OP536777	OP536777	OP536777.1	9000399	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.7	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
427	OP536764	OP536764	OP536764.1	9000385	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.10	0.9999797169500376	4.0	611.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
428	OP536802	OP536802	OP536802.1	9000430	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	608.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
429	OP536804	OP536804	OP536804.1	9000432	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.3	0.9724505473888108	5433.0	583.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
430	OP536782	OP536782	OP536782.1	9000406	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	0.9999898584750188	0.0	610.0	2.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
431	OP536783	OP536783	OP536783.1	9000407	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.7	0.9999137970376606	1.0	613.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
432	OP536784	OP536784	OP536784.1	9000408	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.2	0.9999949292375094	0.0	608.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
433	OP536807	OP536807	OP536807.1	9000438	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	615.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
434	OP536776	OP536776	OP536776.1	9000398	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.7	0.9999746461875472	5.0	610.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
435	OP536811	OP536811	OP536811.1	9000448	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	0.9999797169500376	4.0	608.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
436	OP536803	OP536803	OP536803.1	9000431	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	0.9983874975280032	318.0	608.0	0.0	good	good	good	good	good	NBT03_gp174:113-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
437	OP536781	OP536781	OP536781.1	9000405	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	0.998139030165966	367.0	610.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
438	OP555660	OP555660	OP555660.1	Monkeypox/PT0593/2022	2022-09-14	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9354897595951503	11122.0	578.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
439	OP555644	OP555644	OP555644.1	Monkeypox/PT0573/2022	2022-09-06	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1.14	0.9860959692508964	1556.0	602.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
440	OP555639	OP555639	OP555639.1	Monkeypox/PT0568/2022	2022-09-02	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9743165879853354	3463.0	595.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
441	OP555636	OP555636	OP555636.1	Monkeypox/PT0565/2022	2022-09-05	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.975599490895446	3944.0	595.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
442	OP555645	OP555645	OP555645.1	Monkeypox/PT0574/2022	2022-09-06	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9814257969970944	2097.0	595.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
443	OP555646	OP555646	OP555646.1	Monkeypox/PT0575/2022	2022-09-06	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9383598111648048	10970.0	584.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
444	OP555641	OP555641	OP555641.1	Monkeypox/PT0570/2022	2022-09-02	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1.1	0.9501746877677996	9038.0	592.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
445	OP555642	OP555642	OP555642.1	Monkeypox/PT0571/2022	2022-09-05	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9396072187374817	11170.0	586.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
446	OP555650	OP555650	OP555650.1	Monkeypox/PT0579/2022	2022-09-10	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1.5	0.9805891211861528	2222.0	596.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
447	OP555638	OP555638	OP555638.1	Monkeypox/PT0567/2022	2022-09-03	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9792757937010989	3099.0	596.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
448	OP555658	OP555658	OP555658.1	Monkeypox/PT0591/2022	2022-09-13	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.981430867759585	2308.0	599.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
449	OP555635	OP555635	OP555635.1	Monkeypox/PT0564/2022	2022-09-05	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1.1	0.9854621239395768	1941.0	604.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
450	OP555647	OP555647	OP555647.1	Monkeypox/PT0576/2022	2022-09-05	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9364785582808088	11759.0	579.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
451	OP555651	OP555651	OP555651.1	Monkeypox/PT0580/2022	2022-09-09	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9625676312947178	5772.0	575.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
452	OP555649	OP555649	OP555649.1	Monkeypox/PT0578/2022	2022-09-12	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9670451145738784	4895.0	591.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	Southern Europe
453	OP605554	OP605554	OP605554.1	Slovenia-MPXV-11-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1	0.94141748094661	9997.0	546.0	0.0	mediocre	good	good	good	good	OPG208:109-358	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
454	OP605574	OP605574	OP605574.1	Slovenia-MPXV-32-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1.3	0.936088109569036	11966.0	551.0	0.0	mediocre	good	good	mediocre	good	OPG005:112-154,OPG092:111-114	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
455	OP605567	OP605567	OP605567.1	Slovenia-MPXV-25-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1	0.9395412988251044	11099.0	545.0	0.0	mediocre	good	good	good	good	OPG210:487-821	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
456	OP605578	OP605578	OP605578.1	Slovenia-MPXV-36-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1.3	0.9899751025561714	1907.0	613.0	0.0	good	good	good	mediocre	good	OPG064:332-738,OPG066:142-260,OPG105:538-1287,OPG125:464-552	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
457	OP605559	OP605559	OP605559.1	Slovenia-MPXV-17-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1	0.9380454238903904	11462.0	544.0	0.0	mediocre	good	good	good	good	OPG208:109-358	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
458	OP605568	OP605568	OP605568.1	Slovenia-MPXV-26-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1.3	0.951837897864702	8836.0	564.0	0.0	mediocre	good	good	good	good	OPG044:146-150	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
459	OP605571	OP605571	OP605571.1	Slovenia-MPXV-29-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1	0.9430350541810972	11153.0	552.0	0.0	mediocre	good	good	good	good	OPG092:116-372	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
460	OP605553	OP605553	OP605553.1	Slovenia-MPXV-10-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1.14	0.9477457925348236	9599.0	556.0	0.0	mediocre	good	good	good	good	OPG049:57-319	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
461	OP605563	OP605563	OP605563.1	Slovenia-MPXV-21-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1	0.880791444609526	22017.0	507.0	0.0	bad	good	good	mediocre	good	OPG096:47-93,OPG163:80-177,OPG208:143-358	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre	Central Europe
